country,year,fertility,gdp_capita,life_expectancy,population
Afghanistan,1967,7.45,2600,44.5,10400000
Albania,1967,5.39,3220,66.3,2000000
Algeria,1967,7.67,6700,56.5,13300000
Angola,1967,7.61,5410,44.7,5770000
Antigua and Barbuda,1967,4.04,5590,66.2,61200
Argentina,1967,3.05,11300,64.9,22800000
Armenia,1967,3.61,3770,64.4,2340000
Australia,1967,2.87,19100,71.3,11900000
Austria,1967,2.62,14600,70.4,7400000
Azerbaijan,1967,5.51,6960,61.4,4840000
Bahamas,1967,3.75,25300,64.5,153000
Bahrain,1967,7.0,28700,62.4,196000
Bangladesh,1967,6.92,1200,46.0,59000000
Barbados,1967,3.64,6500,68.2,237000
Belarus,1967,2.33,5040,72.3,8670000
Belgium,1967,2.43,15200,71.0,9530000
Belize,1967,6.36,2880,65.1,113000
Benin,1967,6.63,1240,45.0,2740000
Bhutan,1967,6.67,1060,46.1,270000
Bolivia,1967,6.59,3300,48.7,4210000
Bosnia and Herzegovina,1967,3.21,2620,66.1,3630000
Botswana,1967,6.7,1150,54.1,584000
Brazil,1967,5.49,4940,59.3,88000000
Brunei,1967,5.8,87000,61.8,112000
Bulgaria,1967,2.14,7430,70.4,8340000
Burkina Faso,1967,6.53,766,42.8,5340000
Burundi,1967,7.25,689,44.8,3250000
Cambodia,1967,6.75,702,45.7,6690000
Cameroon,1967,6.06,2070,49.3,6050000
Canada,1967,2.75,18700,72.1,20300000
Cape Verde,1967,6.98,1750,57.3,248000
Central African Republic,1967,5.95,1430,44.8,1710000
Chad,1967,6.39,1130,47.5,3430000
Chile,1967,4.5,6930,61.4,9310000
China,1967,5.25,722,58.3,763000000
Colombia,1967,6.25,4430,64.7,19800000
Comoros,1967,7.04,1510,49.1,216000
"Congo, Dem. Rep.",1967,6.14,2030,49.0,18400000
"Congo, Rep.",1967,6.18,2730,47.8,1220000
Costa Rica,1967,5.38,5240,67.3,1700000
Cote d'Ivoire,1967,7.82,3810,47.9,4540000
Croatia,1967,2.1,10100,67.2,4370000
Cuba,1967,4.43,5080,70.2,8270000
Cyprus,1967,2.89,7270,70.5,591000
Czech Republic,1967,1.99,11100,70.2,9820000
Denmark,1967,2.35,20600,72.8,4830000
Djibouti,1967,6.7,3740,56.1,131000
Dominican Republic,1967,6.74,3200,63.7,4120000
Ecuador,1967,6.44,4860,62.1,5560000
Egypt,1967,6.47,2980,50.0,32100000
El Salvador,1967,6.42,4860,58.5,3390000
Equatorial Guinea,1967,5.78,2300,43.2,292000
Eritrea,1967,6.71,1180,41.4,1210000
Estonia,1967,2.01,8530,70.7,1320000
Eswatini,1967,6.84,2160,49.5,395000
Ethiopia,1967,6.88,732,42.0,26300000
Fiji,1967,5.08,3310,65.3,488000
Finland,1967,2.32,13000,69.7,4590000
France,1967,2.68,16400,71.7,49700000
Gabon,1967,5.14,11200,49.5,554000
Gambia,1967,5.94,1760,49.7,427000
Georgia,1967,2.82,5680,63.8,4520000
Germany,1967,2.37,18900,71.1,77400000
Ghana,1967,6.95,2170,54.4,8130000
Greece,1967,2.51,9690,73.0,8530000
Grenada,1967,5.04,2180,64.9,95000
Guatemala,1967,6.71,3970,47.5,5160000
Guinea,1967,6.18,1060,44.0,3940000
Guinea-Bissau,1967,5.99,1390,39.6,669000
Guyana,1967,5.76,3320,61.5,676000
Haiti,1967,6.03,2030,44.8,4430000
Honduras,1967,7.42,2790,56.6,2490000
Hungary,1967,1.92,12200,69.3,10200000
Iceland,1967,3.34,13900,73.7,197000
India,1967,5.75,1100,47.3,520000000
Indonesia,1967,5.58,1640,51.7,106000000
Iran,1967,6.7,24100,53.2,26300000
Iraq,1967,7.3,20400,57.9,8950000
Ireland,1967,3.86,10600,71.5,2850000
Israel,1967,3.8,9400,70.5,2620000
Italy,1967,2.52,15700,71.0,52400000
Jamaica,1967,5.79,6170,68.4,1800000
Japan,1967,2.04,11300,72.0,101000000
Jordan,1967,8.03,6010,59.3,1380000
Kazakhstan,1967,3.8,10800,63.2,12400000
Kenya,1967,8.13,1860,56.3,10200000
Kiribati,1967,6.13,3550,53.6,48400
Kuwait,1967,7.4,46900,67.4,577000
Kyrgyz Republic,1967,5.3,3820,58.8,2740000
Lao,1967,5.97,959,41.0,2500000
Latvia,1967,1.85,8530,71.0,2310000
Lebanon,1967,5.3,12400,66.8,2170000
Lesotho,1967,5.8,704,55.0,962000
Liberia,1967,6.58,1300,44.5,1300000
Libya,1967,7.91,22500,61.1,1880000
Lithuania,1967,2.32,10500,71.9,3040000
Luxembourg,1967,2.22,19400,70.4,334000
Madagascar,1967,7.3,2290,48.8,6070000
Malawi,1967,7.18,656,42.1,4350000
Malaysia,1967,5.53,3480,63.0,10000000
Maldives,1967,7.23,2450,38.5,107000
Mali,1967,7.09,808,37.2,5710000
Malta,1967,2.24,3190,69.4,322000
Mauritania,1967,6.8,2220,52.2,1050000
Mauritius,1967,4.85,3440,61.2,785000
Mexico,1967,6.79,7600,60.8,47000000
"Micronesia, Fed. Sts.",1967,6.91,1630,58.9,56300
Moldova,1967,2.72,4900,62.8,3450000
Mongolia,1967,7.59,2970,51.8,1170000
Montenegro,1967,2.95,10100,70.1,530000
Morocco,1967,6.9,2380,53.5,15000000
Mozambique,1967,6.86,447,45.4,8420000
Myanmar,1967,6.11,656,44.0,25400000
Namibia,1967,6.3,6720,56.5,754000
Nepal,1967,5.96,987,47.9,11400000
Netherlands,1967,2.81,18800,74.0,12600000
New Zealand,1967,3.0,17900,71.5,2700000
Nicaragua,1967,6.96,6370,54.8,2200000
Niger,1967,7.54,1390,42.5,4140000
Nigeria,1967,6.36,1970,46.2,52300000
North Korea,1967,4.26,1080,63.7,13200000
North Macedonia,1967,3.44,5980,67.1,1640000
Norway,1967,2.8,26900,73.8,3780000
Oman,1967,7.28,9680,47.2,660000
Pakistan,1967,6.6,1600,54.4,53700000
Palestine,1967,8.02,1560,59.7,1170000
Panama,1967,5.47,4880,67.5,1390000
Papua New Guinea,1967,6.23,1620,49.6,2600000
Paraguay,1967,6.17,3140,68.7,2290000
Peru,1967,6.73,6510,46.2,12400000
Philippines,1967,6.59,3150,62.7,32800000
Poland,1967,2.35,8040,69.8,31900000
Portugal,1967,3.13,7890,66.7,8750000
Qatar,1967,6.98,87200,62.4,86300
Romania,1967,2.71,5360,67.9,19800000
Russia,1967,2.01,12900,69.3,128000000
Rwanda,1967,8.2,661,46.4,3420000
Samoa,1967,7.4,3620,64.5,134000
Sao Tome and Principe,1967,6.39,2120,56.6,68000
Saudi Arabia,1967,7.26,30900,60.5,5200000
Senegal,1967,7.24,2200,47.0,3900000
Serbia,1967,2.44,8970,67.1,7940000
Seychelles,1967,5.92,5500,65.2,48900
Sierra Leone,1967,6.4,1250,42.1,2600000
Singapore,1967,3.82,6290,68.4,1960000
Slovak Republic,1967,2.58,9900,71.0,4450000
Slovenia,1967,2.27,9690,68.2,1640000
Solomon Islands,1967,6.55,1270,53.0,145000
Somalia,1967,7.25,1200,47.6,3230000
South Africa,1967,5.81,9110,56.5,20400000
South Korea,1967,4.77,2250,59.4,30200000
South Sudan,1967,6.85,2220,46.8,3270000
Spain,1967,2.85,9820,71.0,32800000
Sri Lanka,1967,4.73,2000,61.8,11700000
St. Lucia,1967,6.51,3300,62.8,99400
St. Vincent and the Grenadines,1967,6.49,2530,63.8,87800
Sudan,1967,6.85,2090,51.4,9340000
Suriname,1967,6.05,6930,62.3,348000
Sweden,1967,2.27,19100,74.1,7880000
Switzerland,1967,2.4,34700,73.0,5970000
Syria,1967,7.57,2440,61.2,5740000
Tajikistan,1967,7.02,4650,57.1,2660000
Tanzania,1967,6.79,1530,50.9,12300000
Thailand,1967,6.01,2090,61.0,33800000
Timor-Leste,1967,6.21,958,43.2,539000
Togo,1967,6.91,1820,49.8,1860000
Tonga,1967,6.59,1660,66.5,79000
Trinidad and Tobago,1967,3.99,8730,66.0,925000
Tunisia,1967,6.94,2690,54.2,4740000
Turkey,1967,5.86,4960,53.7,32500000
Turkmenistan,1967,6.64,8400,56.9,2010000
Uganda,1967,7.11,1230,47.8,8550000
Ukraine,1967,2.01,8200,70.1,46100000
United Arab Emirates,1967,6.79,24000,61.3,170000
United Kingdom,1967,2.61,15800,72.1,54900000
United States,1967,2.56,22800,70.9,204000000
Uruguay,1967,2.83,7130,68.7,2750000
Uzbekistan,1967,6.46,4030,63.3,10900000
Vanuatu,1967,6.53,1610,55.5,78500
Venezuela,1967,6.01,16000,64.8,10400000
Vietnam,1967,6.49,1070,56.5,40100000
Yemen,1967,7.76,1600,39.4,5910000
Zambia,1967,7.32,3300,52.4,3800000
Zimbabwe,1967,7.4,1770,55.8,4780000
Afghanistan,1968,7.45,2620,45.2,10600000
Albania,1968,5.22,3330,66.4,2050000
Algeria,1968,7.67,7200,57.0,13700000
Angola,1968,7.61,5250,45.3,5770000
Antigua and Barbuda,1968,3.94,5780,66.6,62500
Argentina,1968,3.05,11600,65.1,23200000
Armenia,1968,3.45,3950,64.7,2400000
Australia,1968,2.88,19800,71.0,12200000
Austria,1968,2.59,15200,70.5,7440000
Azerbaijan,1968,5.35,7310,61.7,4960000
Bahamas,1968,3.64,26600,64.8,159000
Bahrain,1968,6.86,30000,63.5,201000
Bangladesh,1968,6.94,1290,45.5,60900000
Barbados,1968,3.46,7390,68.6,237000
Belarus,1968,2.29,5310,72.3,8750000
Belgium,1968,2.36,15800,70.7,9570000
Belize,1968,6.34,3050,65.7,116000
Benin,1968,6.67,1260,45.6,2790000
Bhutan,1968,6.67,1080,46.9,279000
Bolivia,1968,6.59,3500,49.0,4300000
Bosnia and Herzegovina,1968,3.11,2670,66.7,3680000
Botswana,1968,6.69,1250,54.6,597000
Brazil,1968,5.33,5270,59.7,90400000
Brunei,1968,5.74,88900,62.1,118000
Bulgaria,1968,2.13,7500,71.2,8400000
Burkina Faso,1968,6.56,782,43.4,5430000
Burundi,1968,7.27,668,45.0,3340000
Cambodia,1968,6.67,715,45.9,6780000
Cameroon,1968,6.11,2170,49.8,6200000
Canada,1968,2.56,19300,72.3,20700000
Cape Verde,1968,6.97,1750,57.9,256000
Central African Republic,1968,5.95,1410,45.5,1740000
Chad,1968,6.43,1120,48.1,3500000
Chile,1968,4.35,7040,61.9,9470000
China,1968,6.37,671,59.3,784000000
Colombia,1968,6.03,4570,65.2,20400000
Comoros,1968,7.06,1500,49.6,221000
"Congo, Dem. Rep.",1968,6.16,2050,49.5,18900000
"Congo, Rep.",1968,6.22,2920,48.1,1250000
Costa Rica,1968,5.12,5490,67.8,1750000
Cote d'Ivoire,1968,7.86,4200,48.8,4710000
Croatia,1968,2.07,10500,67.6,4390000
Cuba,1968,4.31,4700,70.8,8410000
Cyprus,1968,2.78,7590,70.7,598000
Czech Republic,1968,1.99,11500,69.7,9810000
Denmark,1968,2.12,21400,73.0,4870000
Djibouti,1968,6.74,3710,56.9,140000
Dominican Republic,1968,6.56,3100,64.5,4250000
Ecuador,1968,6.35,4980,62.6,5730000
Egypt,1968,6.4,2950,50.3,32900000
El Salvador,1968,6.34,4840,59.0,3480000
Equatorial Guinea,1968,5.79,2350,43.5,299000
Eritrea,1968,6.69,1230,41.8,1240000
Estonia,1968,2.04,8960,70.3,1330000
Eswatini,1968,6.86,2000,50.0,407000
Ethiopia,1968,6.9,726,42.4,26900000
Fiji,1968,4.89,3510,65.8,499000
Finland,1968,2.15,13300,69.6,4590000
France,1968,2.62,17000,71.7,50000000
Gabon,1968,5.18,11400,50.5,566000
Gambia,1968,5.99,1720,50.9,439000
Georgia,1968,2.79,5900,64.2,4590000
Germany,1968,2.28,19800,70.8,77800000
Ghana,1968,6.96,2150,54.8,8320000
Greece,1968,2.54,10300,73.3,8570000
Grenada,1968,4.84,2220,65.3,94900
Guatemala,1968,6.69,4230,48.2,5310000
Guinea,1968,6.19,1080,44.3,4010000
Guinea-Bissau,1968,6.01,1440,39.7,680000
Guyana,1968,5.64,3290,61.6,686000
Haiti,1968,5.94,2070,45.2,4510000
Honduras,1968,7.38,2840,57.3,2560000
Hungary,1968,1.95,12300,69.2,10300000
Iceland,1968,3.22,13000,73.9,200000
India,1968,5.7,1100,48.0,532000000
Indonesia,1968,5.56,1760,52.5,109000000
Iran,1968,6.62,26300,53.9,27000000
Iraq,1968,7.36,23000,58.8,9260000
Ireland,1968,3.83,11400,71.2,2860000
Israel,1968,3.81,10600,70.7,2680000
Italy,1968,2.5,17000,70.8,52800000
Jamaica,1968,5.72,6380,68.8,1830000
Japan,1968,2.07,12700,72.3,102000000
Jordan,1968,8.0,5220,60.0,1500000
Kazakhstan,1968,3.71,11400,63.6,12600000
Kenya,1968,8.12,1930,57.0,10500000
Kiribati,1968,5.9,3670,54.1,49400
Kuwait,1968,7.36,52300,67.9,633000
Kyrgyz Republic,1968,5.25,3900,59.2,2820000
Lao,1968,5.97,968,41.3,2560000
Latvia,1968,1.87,9030,70.7,2340000
Lebanon,1968,5.18,13500,67.1,2210000
Lesotho,1968,5.81,688,55.2,984000
Liberia,1968,6.62,1320,45.2,1330000
Libya,1968,8.01,28900,62.5,1960000
Lithuania,1968,2.31,11000,71.6,3070000
Luxembourg,1968,2.14,20600,71.0,336000
Madagascar,1968,7.3,2390,49.4,6230000
Malawi,1968,7.22,629,42.5,4460000
Malaysia,1968,5.34,3710,63.5,10300000
Maldives,1968,7.24,2510,39.3,110000
Mali,1968,7.11,828,38.0,5780000
Malta,1968,2.11,3520,69.7,322000
Mauritania,1968,6.8,2390,52.8,1080000
Mauritius,1968,4.52,3140,61.3,799000
Mexico,1968,6.81,8020,61.2,48400000
"Micronesia, Fed. Sts.",1968,6.92,1660,59.3,58400
Moldova,1968,2.66,5170,63.1,3500000
Mongolia,1968,7.58,3050,52.4,1210000
Montenegro,1968,2.87,10500,70.7,525000
Morocco,1968,6.82,2440,54.0,15300000
Mozambique,1968,6.85,488,46.0,8610000
Myanmar,1968,6.08,681,44.7,26000000
Namibia,1968,6.35,6630,57.1,773000
Nepal,1968,5.95,973,48.4,11600000
Netherlands,1968,2.72,19800,73.8,12700000
New Zealand,1968,3.02,17700,71.1,2740000
Nicaragua,1968,6.94,6230,55.6,2260000
Niger,1968,7.55,1380,42.7,4260000
Nigeria,1968,6.39,1900,39.5,53500000
North Korea,1968,4.33,1190,65.0,13600000
North Macedonia,1968,3.36,6100,67.7,1670000
Norway,1968,2.75,27000,73.7,3820000
Oman,1968,7.29,17100,47.9,680000
Pakistan,1968,6.6,1660,55.0,55100000
Palestine,1968,7.98,1440,60.5,1140000
Panama,1968,5.38,5090,68.0,1430000
Papua New Guinea,1968,6.21,1680,50.6,2660000
Paraguay,1968,6.04,3210,68.9,2350000
Peru,1968,6.63,6270,46.8,12700000
Philippines,1968,6.49,3200,63.0,33800000
Poland,1968,2.31,8470,70.4,32100000
Portugal,1968,3.09,8600,67.0,8690000
Qatar,1968,6.97,110000,63.0,93200
Romania,1968,2.79,5640,68.0,20100000
Russia,1968,1.97,13700,69.3,129000000
Rwanda,1968,8.21,688,46.5,3530000
Samoa,1968,7.33,3660,65.2,137000
Sao Tome and Principe,1968,6.42,2190,57.2,70300
Saudi Arabia,1968,7.27,32800,61.6,5390000
Senegal,1968,7.26,2290,47.3,4010000
Serbia,1968,2.42,9050,67.5,8000000
Seychelles,1968,5.9,5830,65.6,50000
Sierra Leone,1968,6.43,1340,43.0,2640000
Singapore,1968,3.58,7070,68.6,2000000
Slovak Republic,1968,2.54,10300,70.5,4480000
Slovenia,1968,2.26,10300,68.2,1650000
Solomon Islands,1968,6.66,1290,53.6,150000
Somalia,1968,7.23,1190,48.1,3310000
South Africa,1968,5.77,9280,57.0,20900000
South Korea,1968,4.62,2480,60.3,30900000
South Sudan,1968,6.87,2310,47.4,3340000
Spain,1968,2.86,10300,71.3,33200000
Sri Lanka,1968,4.61,2100,62.3,11900000
St. Lucia,1968,6.39,3410,63.3,101000
St. Vincent and the Grenadines,1968,6.35,2660,64.3,88700
Sudan,1968,6.87,2160,51.8,9640000
Suriname,1968,5.92,7070,62.7,357000
Sweden,1968,2.07,19700,74.0,7940000
Switzerland,1968,2.31,35500,72.9,6040000
Syria,1968,7.57,2450,62.0,5940000
Tajikistan,1968,7.04,4860,57.5,2750000
Tanzania,1968,6.79,1560,51.4,12700000
Thailand,1968,5.9,2200,61.5,34800000
Timor-Leste,1968,6.13,994,44.1,549000
Togo,1968,6.97,1860,50.6,1950000
Tonga,1968,6.37,1680,66.9,81100
Trinidad and Tobago,1968,3.8,9160,66.0,931000
Tunisia,1968,6.88,2900,55.5,4850000
Turkey,1968,5.78,5210,54.4,33300000
Turkmenistan,1968,6.56,8810,57.3,2070000
Uganda,1968,7.12,1220,48.1,8840000
Ukraine,1968,2.02,8600,70.2,46400000
United Arab Emirates,1968,6.76,28800,62.2,183000
United Kingdom,1968,2.52,16400,71.7,55100000
United States,1968,2.47,23700,70.5,206000000
Uruguay,1968,2.84,7170,68.7,2770000
Uzbekistan,1968,6.42,4230,63.7,11300000
Vanuatu,1968,6.43,1640,56.1,80700
Venezuela,1968,5.81,16300,65.3,10700000
Vietnam,1968,6.49,1020,56.0,41200000
Yemen,1968,7.78,1610,40.3,6000000
Zambia,1968,7.33,3250,52.9,3920000
Zimbabwe,1968,7.41,1760,56.2,4940000
Afghanistan,1969,7.45,2590,45.9,10900000
Albania,1969,5.06,3440,66.6,2100000
Algeria,1969,7.66,7570,57.6,14100000
Angola,1969,7.6,5320,45.9,5800000
Antigua and Barbuda,1969,3.82,5970,67.0,63600
Argentina,1969,3.06,12400,65.3,23500000
Armenia,1969,3.31,3960,65.0,2460000
Australia,1969,2.86,20500,71.4,12500000
Austria,1969,2.49,16200,70.3,7480000
Azerbaijan,1969,5.19,7370,62.0,5070000
Bahamas,1969,3.57,28200,65.1,164000
Bahrain,1969,6.69,31300,64.5,206000
Bangladesh,1969,6.95,1280,44.8,62700000
Barbados,1969,3.28,8190,69.1,238000
Belarus,1969,2.27,5360,72.0,8840000
Belgium,1969,2.28,16900,70.8,9600000
Belize,1969,6.32,3170,66.2,119000
Benin,1969,6.71,1260,46.3,2850000
Bhutan,1969,6.67,1100,47.8,288000
Bolivia,1969,6.59,3570,49.4,4390000
Bosnia and Herzegovina,1969,3.02,2820,67.3,3720000
Botswana,1969,6.67,1350,55.1,611000
Brazil,1969,5.17,5620,60.1,92700000
Brunei,1969,5.73,90800,62.5,124000
Bulgaria,1969,2.13,7800,70.4,8450000
Burkina Faso,1969,6.59,788,44.0,5530000
Burundi,1969,7.28,648,45.2,3410000
Cambodia,1969,6.57,707,45.7,6880000
Cameroon,1969,6.16,2240,50.4,6360000
Canada,1969,2.38,20000,72.5,21000000
Cape Verde,1969,6.95,1750,58.7,263000
Central African Republic,1969,5.95,1450,46.4,1780000
Chad,1969,6.48,1180,48.7,3570000
Chile,1969,4.19,7160,62.5,9630000
China,1969,5.67,735,60.9,806000000
Colombia,1969,5.8,4740,65.6,20900000
Comoros,1969,7.06,1520,50.2,225000
"Congo, Dem. Rep.",1969,6.19,2180,49.9,19500000
"Congo, Rep.",1969,6.25,3160,48.4,1290000
Costa Rica,1969,4.86,5690,68.4,1800000
Cote d'Ivoire,1969,7.89,4170,49.8,4900000
Croatia,1969,2.04,11200,67.9,4410000
Cuba,1969,4.18,4570,71.4,8560000
Cyprus,1969,2.69,8270,71.0,606000
Czech Republic,1969,2.02,11600,69.2,9810000
Denmark,1969,2.0,22600,73.0,4900000
Djibouti,1969,6.77,3700,57.8,150000
Dominican Republic,1969,6.38,3340,65.2,4370000
Ecuador,1969,6.25,5110,63.1,5900000
Egypt,1969,6.32,3080,50.5,33700000
El Salvador,1969,6.26,4820,59.4,3580000
Equatorial Guinea,1969,5.8,2250,43.9,304000
Eritrea,1969,6.67,1260,42.2,1280000
Estonia,1969,2.07,9020,70.0,1350000
Eswatini,1969,6.87,2030,50.6,419000
Ethiopia,1969,6.94,733,42.7,27700000
Fiji,1969,4.71,3520,66.3,510000
Finland,1969,1.94,14600,69.5,4600000
France,1969,2.56,18000,71.5,50400000
Gabon,1969,5.21,12500,51.6,578000
Gambia,1969,6.04,1840,52.2,451000
Georgia,1969,2.75,6150,64.4,4660000
Germany,1969,2.17,20900,70.6,78300000
Ghana,1969,6.96,2170,55.2,8520000
Greece,1969,2.56,11300,73.6,8610000
Grenada,1969,4.69,2270,65.6,94700
Guatemala,1969,6.66,4350,48.9,5470000
Guinea,1969,6.21,1090,44.7,4080000
Guinea-Bissau,1969,6.02,1520,39.8,692000
Guyana,1969,5.52,3460,61.8,696000
Haiti,1969,5.85,2090,45.6,4590000
Honduras,1969,7.33,2760,58.0,2640000
Hungary,1969,1.98,12700,69.2,10300000
Iceland,1969,3.12,13300,73.7,202000
India,1969,5.65,1160,48.7,543000000
Indonesia,1969,5.52,1940,53.3,112000000
Iran,1969,6.53,28900,54.7,27800000
Iraq,1969,7.38,22700,59.6,9590000
Ireland,1969,3.82,12000,71.1,2880000
Israel,1969,3.81,11700,70.9,2740000
Italy,1969,2.48,17800,70.9,53200000
Jamaica,1969,5.62,6760,69.1,1850000
Japan,1969,2.09,14100,72.6,103000000
Jordan,1969,7.97,5370,60.8,1620000
Kazakhstan,1969,3.65,11500,64.0,12800000
Kenya,1969,8.1,1970,57.6,10900000
Kiribati,1969,5.67,3790,54.6,50300
Kuwait,1969,7.28,58400,68.5,689000
Kyrgyz Republic,1969,5.21,3980,59.5,2900000
Lao,1969,5.97,978,41.5,2620000
Latvia,1969,1.9,9160,70.4,2360000
Lebanon,1969,5.06,13300,67.4,2250000
Lesotho,1969,5.81,685,55.5,1010000
Liberia,1969,6.66,1370,46.0,1370000
Libya,1969,8.09,31100,63.8,2040000
Lithuania,1969,2.31,11100,71.2,3100000
Luxembourg,1969,2.05,22900,70.5,338000
Madagascar,1969,7.29,2430,50.0,6400000
Malawi,1969,7.26,650,42.9,4580000
Malaysia,1969,5.17,3850,63.9,10500000
Maldives,1969,7.24,2570,40.1,113000
Mali,1969,7.12,813,38.9,5860000
Malta,1969,2.02,3730,70.0,321000
Mauritania,1969,6.79,2330,53.4,1110000
Mauritius,1969,4.21,3240,61.3,813000
Mexico,1969,6.83,8310,61.6,49900000
"Micronesia, Fed. Sts.",1969,6.94,1700,59.6,60100
Moldova,1969,2.61,5240,63.2,3550000
Mongolia,1969,7.58,3120,52.9,1240000
Montenegro,1969,2.8,11600,71.3,521000
Morocco,1969,6.74,2510,54.4,15700000
Mozambique,1969,6.85,536,46.6,8820000
Myanmar,1969,6.03,690,45.3,26600000
Namibia,1969,6.4,6710,57.8,795000
Nepal,1969,5.93,995,49.0,11800000
Netherlands,1969,2.75,20900,73.7,12900000
New Zealand,1969,3.01,19300,71.5,2770000
Nicaragua,1969,6.92,6410,56.3,2330000
Niger,1969,7.56,1310,42.9,4390000
Nigeria,1969,6.43,2350,36.9,54700000
North Korea,1969,4.35,1340,66.3,14000000
North Macedonia,1969,3.27,6660,68.2,1700000
Norway,1969,2.69,27800,73.4,3850000
Oman,1969,7.29,20900,48.6,701000
Pakistan,1969,6.6,1720,55.7,56600000
Palestine,1969,7.92,1510,61.3,1130000
Panama,1969,5.28,5340,68.5,1480000
Papua New Guinea,1969,6.19,1800,51.6,2720000
Paraguay,1969,5.89,3290,69.1,2410000
Peru,1969,6.51,6260,47.4,13100000
Philippines,1969,6.38,3250,63.4,34800000
Poland,1969,2.28,8330,69.9,32400000
Portugal,1969,3.05,8830,66.6,8650000
Qatar,1969,6.95,138000,63.6,101000
Romania,1969,2.83,5910,68.1,20300000
Russia,1969,1.98,14000,68.7,129000000
Rwanda,1969,8.22,743,46.7,3640000
Samoa,1969,7.27,3710,65.9,140000
Sao Tome and Principe,1969,6.44,2260,57.8,72500
Saudi Arabia,1969,7.27,34300,62.9,5600000
Senegal,1969,7.28,2100,47.7,4130000
Serbia,1969,2.4,10000,68.0,8060000
Seychelles,1969,5.85,5690,66.0,51100
Sierra Leone,1969,6.47,1430,44.0,2690000
Singapore,1969,3.38,7970,68.9,2030000
Slovak Republic,1969,2.51,10500,69.8,4510000
Slovenia,1969,2.24,11200,68.2,1660000
Solomon Islands,1969,6.78,1210,54.1,155000
Somalia,1969,7.21,1020,48.7,3390000
South Africa,1969,5.72,9610,57.4,21500000
South Korea,1969,4.47,2790,61.3,31500000
South Sudan,1969,6.88,2400,48.1,3420000
Spain,1969,2.87,11200,70.8,33500000
Sri Lanka,1969,4.48,2140,62.7,12200000
St. Lucia,1969,6.25,3530,63.9,103000
St. Vincent and the Grenadines,1969,6.19,2700,64.8,89600
Sudan,1969,6.88,2230,52.2,9950000
Suriname,1969,5.79,7210,63.0,364000
Sweden,1969,1.92,20600,74.1,8000000
Switzerland,1969,2.22,37000,72.9,6100000
Syria,1969,7.57,2820,62.8,6140000
Tajikistan,1969,7.03,4880,57.8,2840000
Tanzania,1969,6.78,1540,51.8,13100000
Thailand,1969,5.76,2300,62.0,35800000
Timor-Leste,1969,6.04,1030,44.9,560000
Togo,1969,7.03,1990,51.3,2030000
Tonga,1969,6.15,1700,67.3,82900
Trinidad and Tobago,1969,3.66,9430,66.1,937000
Tunisia,1969,6.8,2950,56.8,4950000
Turkey,1969,5.7,5410,55.1,34100000
Turkmenistan,1969,6.48,8860,57.6,2130000
Uganda,1969,7.12,1310,48.5,9130000
Ukraine,1969,2.03,8640,69.6,46700000
United Arab Emirates,1969,6.71,34700,63.1,203000
United Kingdom,1969,2.41,16700,71.7,55400000
United States,1969,2.46,24200,70.8,208000000
Uruguay,1969,2.87,7540,68.7,2800000
Uzbekistan,1969,6.38,4250,64.0,11700000
Vanuatu,1969,6.35,1660,56.8,82900
Venezuela,1969,5.61,16400,65.8,11000000
Vietnam,1969,6.49,1080,55.2,42300000
Yemen,1969,7.79,1620,41.1,6100000
Zambia,1969,7.35,3140,53.4,4050000
Zimbabwe,1969,7.42,1930,56.5,5110000
Afghanistan,1970,7.45,2570,46.6,11200000
Albania,1970,4.91,3570,66.9,2150000
Algeria,1970,7.64,8070,58.1,14500000
Angola,1970,7.6,5570,46.5,5890000
Antigua and Barbuda,1970,3.68,6170,67.3,64200
Argentina,1970,3.07,12900,65.6,23900000
Armenia,1970,3.21,4220,65.3,2530000
Australia,1970,2.81,21300,71.0,12800000
Austria,1970,2.29,17300,70.3,7520000
Azerbaijan,1970,5.02,7890,62.3,5180000
Bahamas,1970,3.53,26000,65.4,169000
Bahrain,1970,6.5,32800,65.4,213000
Bangladesh,1970,6.95,1310,44.1,64200000
Barbados,1970,3.11,9130,69.5,239000
Belarus,1970,2.25,5750,71.4,8910000
Belgium,1970,2.21,17900,71.0,9630000
Belize,1970,6.3,3290,66.8,122000
Benin,1970,6.75,1260,47.0,2910000
Bhutan,1970,6.67,1110,48.8,297000
Bolivia,1970,6.58,3660,49.8,4480000
Bosnia and Herzegovina,1970,2.93,2860,67.8,3760000
Botswana,1970,6.65,1450,55.7,628000
Brazil,1970,5.02,6040,60.6,95100000
Brunei,1970,5.75,92800,62.8,130000
Bulgaria,1970,2.14,8170,71.3,8510000
Burkina Faso,1970,6.62,780,44.5,5620000
Burundi,1970,7.29,807,45.4,3480000
Cambodia,1970,6.47,633,44.9,7000000
Cameroon,1970,6.2,2270,51.0,6520000
Canada,1970,2.23,20300,72.7,21400000
Cape Verde,1970,6.94,1740,59.6,269000
Central African Republic,1970,5.95,1480,47.3,1810000
Chad,1970,6.53,1190,49.3,3640000
Chile,1970,4.02,7160,63.1,9780000
China,1970,5.75,851,62.5,828000000
Colombia,1970,5.55,4920,66.0,21500000
Comoros,1970,7.06,1620,50.7,230000
"Congo, Dem. Rep.",1970,6.21,2110,50.4,20000000
"Congo, Rep.",1970,6.29,3450,48.6,1330000
Costa Rica,1970,4.61,5910,68.9,1850000
